model,name,pair,kind,species,charge_units,witness_bunch_charge_C,step_since_t0,time_s,time_fs,time_ps,time_since_t0_fs,time_since_t0_ps,source_active,source_z_m,source_sigma_x_m,source_sigma_y_m,source_sigma_z_m,source_plus_3sigma_z_m,source_charge_C,x_m,y_m,z_abs_m,s_minus_ip_m,x_um,y_um,s_minus_ip_mm,px,py,pz,gamma,kinetic_keV,Ex_V_per_m,Ey_V_per_m,Ez_V_per_m,Bx_T,By_T,Bz_T,E_abs_V_per_m,B_abs_T
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7520,4.16e-11,41600,41.599999999999994,37600.0,37.6,True,0.014572172004652986,0.004514009418319177,0.004518692218994572,0.0025240263422270396,0.022144251031334106,-2.0027207925e-09,1.9429879321467156e-06,0.0,0.015461407706967748,0.009461407706967748,1.9429879321467156,0.0,9.461407706967748,-7.438110983101925e-07,0.0,1.7320486590077626,1.99999813929192,510.99799918012485,-254.8103856558686,0.0,-17.160841153720135,0.0,-8.499541163363693e-07,0.0,255.3876017100198,8.499541163363693e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7540,4.17e-11,41700,41.7,37700.0,37.7,True,0.014602151185516426,0.004524869550257339,0.004529563356909475,0.0026156940891852443,0.02244923345307216,-2.0027207925e-09,1.942976767842357e-06,0.0,0.015487370487363475,0.009487370487363474,1.9429767678423568,0.0,9.487370487363474,-7.457802587478224e-07,0.0,1.732048658047886,1.9999981384606433,510.99799875534336,-245.87704014473417,0.0,-15.515154529301318,0.0,-8.201557477561409e-07,0.0,246.3660668403896,8.201557477561409e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7560,4.18e-11,41800,41.8,37800.0,37.800000000000004,True,0.014632130366379864,0.0045357296752716195,0.004540434705000711,0.002705054189817326,0.02274729293583184,-2.0027207925e-09,1.94296557453481e-06,0.0,0.015513333267755775,0.009513333267755775,1.94296557453481,0.0,9.513333267755774,-7.476817408359815e-07,0.0,1.7320486571779077,1.9999981377072211,510.9979983703454,-237.614029041694,0.0,-14.101151024143403,0.0,-7.925933692357958e-07,0.0,238.03207611083155,7.925933692357958e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7580,4.19e-11,41900,41.9,37900.0,37.9,True,0.014662109547243302,0.004546589814462038,0.0045513059995910985,0.0027894047006651332,0.023030323649238703,-2.0027207925e-09,1.9429543531964818e-06,0.0,0.015539296048144963,0.009539296048144963,1.9429543531964817,0.0,9.539296048144962,-7.495213373788198e-07,0.0,1.7320486563844038,1.9999981370200273,510.9979980191901,-230.1588065663019,0.0,-12.91275220986444,0.0,-7.677254777059713e-07,0.0,230.52074832790592,7.677254777059713e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7600,4.2e-11,42000,42.0,38000.0,38.0,True,0.01469208872810674,0.00455744988442823,0.004562177286230479,0.0028656720669692107,0.02328910492901437,-2.0027207925e-09,1.9429431047050077e-06,0.0,0.015565258828531305,0.009565258828531304,1.9429431047050076,0.0,9.565258828531304,-7.513058910128913e-07,0.0,1.732048655654365,1.999998136387796,510.99799769612065,-223.64155827923312,0.0,-11.942261454957913,0.0,-7.459863245135995e-07,0.0,223.96018440388505,7.459863245135995e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7620,4.21e-11,42100,42.1,38100.0,38.1,True,0.01472206790897018,0.004568309964531735,0.004573048543561829,0.002944992476469157,0.02355704533837765,-2.0027207925e-09,1.942931829846178e-06,0.0,0.015591221608915013,0.009591221608915013,1.9429318298461782,0.0,9.591221608915014,-7.530395219315676e-07,0.0,1.7320486549795497,1.9999981358033898,510.9979973974896,-217.20632475496188,0.0,-11.032465152608856,0.0,-7.245207425301118e-07,0.0,217.48632784821555,7.245207425301118e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7640,4.22e-11,42200,42.2,38200.0,38.2,True,0.014752047089833619,0.0045791700804785965,0.004583919608022225,0.003011583835848103,0.02378679859737793,-2.0027207925e-09,1.942920529359331e-06,0.0,0.015617184389296284,0.009617184389296284,1.9429205293593312,0.0,9.617184389296284,-7.547267748389048e-07,0.0,1.7320486543521991,1.999998135260089,510.99799711986356,-211.88071744423831,0.0,-10.32886121478781,0.0,-7.067564671686915e-07,0.0,212.1323261520495,7.067564671686915e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7660,4.23e-11,42300,42.3,38300.0,38.3,True,0.014782026270697057,0.0045900306952940725,0.004594790420586796,0.0030776038523563864,0.024014837827766214,-2.0027207925e-09,1.942909203890537e-06,0.0,0.015643147169675277,0.009643147169675277,1.9429092038905371,0.0,9.643147169675277,-7.563730607873144e-07,0.0,1.7320486537643844,1.9999981347510274,510.9979968597336,-206.79201491669482,0.0,-9.686655255046173,0.0,-6.897824193920904e-07,0.0,207.0187641817443,6.897824193920904e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7680,4.24e-11,42400,42.4,38400.0,38.4,True,0.014812005451560495,0.004600890488549081,0.004605661886602172,0.0031440286523829537,0.024244091408709357,-2.0027207925e-09,1.942897854041256e-06,0.0,0.01566910995005215,0.009669109950052148,1.942897854041256,0.0,9.669109950052148,-7.579799691043546e-07,0.0,1.7320486532129153,1.9999981342734419,510.9979966156878,-201.8681543063462,0.0,-9.091455127751269,0.0,-6.733582238740773e-07,0.0,202.0727747109707,6.733582238740773e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7700,4.25e-11,42500,42.5,38500.0,38.5,True,0.014841984632423935,0.004611750615028423,0.0046165328475863375,0.0032119331572014317,0.02447778410402823,-2.0027207925e-09,1.9428864803932877e-06,0.0,0.015695072730427008,0.009695072730427008,1.9428864803932877,0.0,9.695072730427007,-7.595485396179433e-07,0.0,1.7320486526953711,1.9999981338252362,510.9979963866552,-197.04154281133773,0.0,-8.531423933494997,0.0,-6.572584157850956e-07,0.0,197.22615137908372,6.572584157850956e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7720,4.26e-11,42600,42.6,38600.0,38.6,True,0.014871963813287373,0.004622610510086716,0.004627404201133721,0.0032788439504455734,0.024708495664624096,-2.0027207925e-09,1.9428750835130318e-06,0.0,0.015721035510799987,0.009721035510799987,1.9428750835130317,0.0,9.721035510799986,-7.610800548049514e-07,0.0,1.7320486522092613,1.9999981334042534,510.99799617153343,-192.4489323615964,0.0,-8.021491357165521,0.0,-6.419391494748169e-07,0.0,192.616032278498,6.419391494748169e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7740,4.27e-11,42700,42.699999999999996,38700.0,38.7,True,0.014901942994150812,0.004633470092753743,0.00463827550169335,0.0033493289091797948,0.024949929721690196,-2.0027207925e-09,1.9428636639468914e-06,0.0,0.015746998291171203,0.009746998291171203,1.9428636639468915,0.0,9.746998291171204,-7.625753870424396e-07,0.0,1.7320486517526195,1.9999981330087906,510.9979959694524,-187.8349866901065,0.0,-7.527658947367209,0.0,-6.265487166793045e-07,0.0,187.9857650836902,6.265487166793045e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7760,4.28e-11,42800,42.8,38800.0,38.8,True,0.01493192217501425,0.004644329933356347,0.004649146491286035,0.003410662789528798,0.02516391054360064,-2.0027207925e-09,1.9428522222263007e-06,0.0,0.015772961071540754,0.009772961071540754,1.9428522222263007,0.0,9.772961071540754,-7.640368553373914e-07,0.0,1.7320486513223605,1.999998132636176,510.9979957790467,-183.85656538218063,0.0,-7.124651584717225,0.0,-6.132781603851089e-07,0.0,183.99455778455967,6.132781603851089e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7780,4.29e-11,42900,42.9,38900.0,38.900000000000006,True,0.014961901355877692,0.00465519058789425,0.004660017838528479,0.0034743712793513654,0.025385015193931788,-2.0027207925e-09,1.942840758832959e-06,0.0,0.015798923851908737,0.009798923851908737,1.9428407588329593,0.0,9.798923851908738,-7.654671026526331e-07,0.0,1.7320486509153448,1.9999981322836908,510.99799559892716,-179.89201429831422,0.0,-6.735909398805255,0.0,-6.000538700780845e-07,0.0,180.01808043564347,6.000538700780845e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7800,4.3e-11,43000,43.0,39000.0,39.0,True,0.01499188053674113,0.004666050964775955,0.004670889057871202,0.0035345553566133703,0.02559554660658124,-2.0027207925e-09,1.942829274228771e-06,0.0,0.015824886632275235,0.009824886632275235,1.942829274228771,0.0,9.824886632275236,-7.668673134655276e-07,0.0,1.7320486505298798,1.999998131949869,510.99799542834455,-176.22572711914069,0.0,-6.391367204143563,0.0,-5.87824478911045e-07,0.0,176.34159031098716,5.87824478911045e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7820,4.31e-11,43100,43.1,39100.0,39.1,True,0.015021859717604568,0.0046769114230178705,0.00468176010803672,0.0035917353392273896,0.025797065735286735,-2.0027207925e-09,1.9428177688472675e-06,0.0,0.01585084941264031,0.009850849412640311,1.9428177688472674,0.0,9.850849412640311,-7.682396556430121e-07,0.0,1.7320486501636057,1.999998131632667,510.9979952662546,-172.81109045303094,0.0,-6.082930284083787,0.0,-5.764345016827512e-07,0.0,172.91811653035856,5.764345016827512e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7840,4.32e-11,43200,43.199999999999996,39200.0,39.199999999999996,True,0.015051838898468006,0.0046877711360020745,0.004692631121802766,0.003647516813154554,0.02599438933793167,-2.0027207925e-09,1.9428062430930103e-06,0.0,0.015876812193004065,0.009876812193004065,1.9428062430930102,0.0,9.876812193004065,-7.69585771355907e-07,0.0,1.7320486498147278,1.9999981313305306,510.99799511186325,-169.55923110516315,0.0,-5.7992050408616524,0.0,-5.655874899671459e-07,0.0,169.65837330376618,5.655874899671459e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7860,4.33e-11,43300,43.300000000000004,39300.0,39.300000000000004,True,0.015081818079331446,0.004698631104255327,0.004703502271001436,0.003694102642055232,0.02616412600549714,-2.0027207925e-09,1.9427946973435506e-06,0.0,0.01590277497336654,0.009902774973366541,1.9427946973435506,0.0,9.902774973366542,-7.709081626313277e-07,0.0,1.7320486494809402,1.9999981310414625,510.99799496414977,-166.79429176921488,0.0,-5.5702538851491195,0.0,-5.563646650655603e-07,0.0,166.88727781091944,5.563646650655603e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7880,4.34e-11,43400,43.4,39400.0,39.4,True,0.015111797260194884,0.00470949125298414,0.004714373499487642,0.0037455615090281062,0.026348481787279204,-2.0027207925e-09,1.942783131937333e-06,0.0,0.01592873775372779,0.00992873775372779,1.9427831319373332,0.0,9.92873775372779,-7.722083055092965e-07,0.0,1.7320486491608216,1.9999981307642323,510.9979948224854,-163.89289686604195,0.0,-5.333095132846691,0.0,-5.466866743717284e-07,0.0,163.97964369652428,5.466866743717284e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7900,4.35e-11,43500,43.5,39500.0,39.5,True,0.015141776441058323,0.004720351597215205,0.004725244567427375,0.0037952454038866134,0.02652751265271816,-2.0027207925e-09,1.942771547210646e-06,0.0,0.015954700534087866,0.009954700534087866,1.9427715472106462,0.0,9.954700534087866,-7.734861994982877e-07,0.0,1.7320486488540763,1.9999981304985837,510.9979946867392,-161.13934687494717,0.0,-5.115064882586971,0.0,-5.375018401529624e-07,0.0,161.22051048187888,5.375018401529624e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7920,4.36e-11,43600,43.599999999999994,39600.0,39.599999999999994,True,0.015171755621921761,0.004731212278790955,0.004736115892877092,0.0038482689510507513,0.026716562475074014,-2.0027207925e-09,1.942759943492158e-06,0.0,0.01598066331444682,0.009980663314446818,1.9427599434921579,0.0,9.980663314446819,-7.747422147076719e-07,0.0,1.7320486485601496,1.9999981302440362,510.99799455666573,-158.3236436573024,0.0,-4.8961814263134595,0.0,-5.28109685535486e-07,0.0,158.39933312196692,5.28109685535486e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7940,4.37e-11,43700,43.7,39700.0,39.7,True,0.015201734802785201,0.0047420723696258715,0.004746987104638433,0.0039018348895308095,0.02690723947137763,-2.0027207925e-09,1.9427483211113466e-06,0.0,0.016006626094804695,0.010006626094804695,1.9427483211113465,0.0,10.006626094804695,-7.759762996645209e-07,0.0,1.7320486482787893,1.9999981300003717,510.99799443215346,-155.5616710121131,0.0,-4.687064717001852,0.0,-5.18896756427653e-07,0.0,155.63226549704362,5.18896756427653e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7960,4.38e-11,43800,43.8,39800.0,39.800000000000004,True,0.015231713983648639,0.004752933070937679,0.00475785878269449,0.003950061145437962,0.027081897419962527,-2.0027207925e-09,1.942736680389762e-06,0.0,0.016032588875161537,0.010032588875161537,1.9427366803897619,0.0,10.032588875161537,-7.771896963072291e-07,0.0,1.7320486480089052,1.9999981297666456,510.9979943127197,-153.07078234012712,0.0,-4.505912155858098,0.0,-5.10588064163636e-07,0.0,153.13708776966763,5.10588064163636e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,7980,4.39e-11,43900,43.9,39900.0,39.9,True,0.015261693164512077,0.004763792991247179,0.004768730348102361,0.004003489855240033,0.027272162730232176,-2.0027207925e-09,1.9427250216289165e-06,0.0,0.016058551655517384,0.010058551655517384,1.9427250216289165,0.0,10.058551655517384,-7.783830289179172e-07,0.0,1.732048647749853,1.9999981295423002,510.9979941980794,-150.45141745091505,0.0,-4.317670499662713,0.0,-5.018508222963459e-07,0.0,150.51335917961953,5.018508222963459e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8000,4.3999999999999997e-11,44000,44.0,40000.0,40.0,True,0.015291672345375516,0.004774653148437049,0.004779601447054055,0.00405567918758478,0.027458709908129854,-2.0027207925e-09,1.942713345132707e-06,0.0,0.016084514435872277,0.010084514435872277,1.9427133451327068,0.0,10.084514435872277,-7.795561917307187e-07,0.0,1.7320486475014698,1.9999981293271947,510.9979940881607,-147.9433561189758,0.0,-4.142659481117946,0.0,-4.934848483286097e-07,0.0,148.00134542402847,4.934848483286097e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8020,4.41e-11,44100,44.1,40100.0,40.1,True,0.015321651526238956,0.004785513593419144,0.004790472577855992,0.004103696874928413,0.027632742151024195,-2.0027207925e-09,1.942701651195179e-06,0.0,0.016110477216226264,0.010110477216226264,1.9427016511951791,0.0,10.110477216226265,-7.807104144698155e-07,0.0,1.7320486472627883,1.999998129120491,510.99799398253526,-145.6407668914733,0.0,-3.987668534545887,0.0,-4.858042540423523e-07,0.0,145.6953481792671,4.858042540423523e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8040,4.42e-11,44200,44.2,40200.0,40.2,True,0.015351630707102394,0.004796373416030689,0.004801343594428729,0.004151022545553104,0.02780469834376171,-2.0027207925e-09,1.9426899400905127e-06,0.0,0.01613643999657937,0.01013643999657937,1.9426899400905127,0.0,10.13643999657937,-7.818468258367593e-07,0.0,1.7320486470329486,1.9999981289214444,510.9979938808227,-143.4146230776907,0.0,-3.8415527190116276,0.0,-4.783786536563591e-07,0.0,143.46606441876435,4.783786536563591e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8060,4.43e-11,44300,44.3,40300.0,40.3,True,0.015381609887965834,0.004807233380391724,0.004812214989732836,0.004198079883588573,0.027975849538731553,-2.0027207925e-09,1.9426782120815072e-06,0.0,0.016162402776931636,0.010162402776931636,1.9426782120815071,0.0,10.162402776931636,-7.829659619465221e-07,0.0,1.73204864681148,1.9999981287296476,510.9979937828148,-141.24773313119488,0.0,-3.7026277264753125,0.0,-4.7115070246853197e-07,0.0,141.29625460988734,4.7115070246853197e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8080,4.4399999999999997e-11,44400,44.4,40400.0,40.4,True,0.015411589068829272,0.004818093432488248,0.004823086105020125,0.004242762534039635,0.028139876670948177,-2.0027207925e-09,1.942666467422431e-06,0.0,0.016188365557283084,0.010188365557283084,1.942666467422431,0.0,10.188365557283085,-7.840685317805711e-07,0.0,1.7320486465978309,1.9999981285446224,510.9979936882671,-139.20468740021008,0.0,-3.575407060683151,0.0,-4.643358502228344e-07,0.0,139.25059615613782,4.643358502228344e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8100,4.45e-11,44500,44.5,40500.0,40.5,True,0.015441568249692712,0.004828953585340643,0.004833957645504205,0.004286990828460038,0.028302540735072823,-2.0027207925e-09,1.9426547063555326e-06,0.0,0.016214328337633744,0.010214328337633744,1.9426547063555326,0.0,10.214328337633743,-7.851552591686547e-07,0.0,1.7320486463914662,1.9999981283659058,510.9979935969431,-137.21920478460862,0.0,-3.454504283966191,0.0,-4.5771300744622997e-07,0.0,137.26268160562904,4.5771300744622997e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8120,4.46e-11,44600,44.6,40600.0,40.6,True,0.01547154743055615,0.004839813459144709,0.004844829296273225,0.004332384207256841,0.02846870005232667,-2.0027207925e-09,1.942642929115835e-06,0.0,0.016240291117983644,0.010240291117983644,1.9426429291158351,0.0,10.240291117983643,-7.862264039463331e-07,0.0,1.7320486461921283,1.9999981281932748,510.9979935087289,-135.24011887089785,0.0,-3.3360328669668067,0.0,-4.5111150172419243e-07,0.0,135.28125837492811,4.5111150172419243e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8140,4.47e-11,44700,44.699999999999996,40700.0,40.699999999999996,True,0.015501526611419588,0.004850673415112842,0.004855700550722375,0.004378032374714821,0.028635623735564053,-2.0027207925e-09,1.9426311359360225e-06,0.0,0.01626625389833281,0.010266253898332809,1.9426311359360224,0.0,10.266253898332808,-7.87282122514462e-07,0.0,1.7320486459996174,1.999998128026556,510.99799342353566,-133.29561610641693,0.0,-3.2219531217820823,0.0,-4.4462535272110557e-07,0.0,133.33455011777045,4.4462535272110557e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8160,4.4799999999999997e-11,44800,44.8,40800.0,40.8,True,0.015531505792283027,0.004861533870013603,0.0048665718170897146,0.004423393113848484,0.028801685133828477,-2.0027207925e-09,1.9426193270450145e-06,0.0,0.016292216678681266,0.010292216678681266,1.9426193270450145,0.0,10.292216678681266,-7.883227429651214e-07,0.0,1.7320486458136506,1.9999981278655043,510.9979933412385,-131.40063863378893,0.0,-3.113156659616876,0.0,-4.383044019518536e-07,0.0,131.4375120646876,4.383044019518536e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8180,4.49e-11,44900,44.9,40900.0,40.900000000000006,True,0.015561484973146467,0.00487239427989611,0.004877443018622529,0.004467636329084403,0.028964393960399674,-2.0027207925e-09,1.942607502665809e-06,0.0,0.016318179459029032,0.010318179459029032,1.9426075026658092,0.0,10.318179459029032,-7.893487360997323e-07,0.0,1.7320486456338824,1.9999981277098209,510.99799326168437,-129.5768445272269,0.0,-3.0109024931410144,0.0,-4.3222089281923946e-07,0.0,129.61182111002196,4.3222089281923946e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8200,4.5e-11,45000,45.0,41000.0,41.0,True,0.015591464154009905,0.004883254408166353,0.004888314056024492,0.004513228011810423,0.029131148189441174,-2.0027207925e-09,1.9425956630147806e-06,0.0,0.016344142239376143,0.010344142239376143,1.9425956630147807,0.0,10.344142239376144,-7.903603937180612e-07,0.0,1.7320486454600694,1.999998127559295,510.99799318476585,-127.75310708408256,0.0,-2.910251007344338,0.0,-4.2613757269503237e-07,0.0,127.78625094493857,4.2613757269503237e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8220,4.51e-11,45100,45.1,41100.0,41.1,True,0.015621443334873343,0.004894114073381605,0.004899185121048155,0.004556198772183869,0.02929003965142495,-2.0027207925e-09,1.942583808304817e-06,0.0,0.016370105019722612,0.010370105019722612,1.942583808304817,0.0,10.370105019722612,-7.913581238719195e-07,0.0,1.732048645291919,1.9999981274136729,510.9979931103531,-126.03772802211306,0.0,-2.8181904992659517,0.0,-4.204156964416552e-07,0.0,126.06923130830256,4.204156964416552e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8240,4.5199999999999996e-11,45200,45.199999999999996,41200.0,41.199999999999996,True,0.01565142251573678,0.004904974080481249,0.004910056679884974,0.00460095043263494,0.0294542738136416,-2.0027207925e-09,1.9425719387405405e-06,0.0,0.016396067800068463,0.010396067800068463,1.9425719387405405,0.0,10.396067800068463,-7.923423206623192e-07,0.0,1.7320486451291541,1.9999981272727148,510.9979930383236,-124.30910293236667,0.0,-2.7266530990376996,0.0,-4.1464963629127915e-07,0.0,124.33900316864465,4.1464963629127915e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8260,4.53e-11,45300,45.300000000000004,41300.0,41.300000000000004,True,0.01568140169660022,0.004915834703503436,0.004920928046596995,0.004644508583591098,0.029614927447373512,-2.0027207925e-09,1.9425600545241414e-06,0.0,0.016422030580413714,0.010422030580413714,1.9425600545241415,0.0,10.422030580413715,-7.933131763497255e-07,0.0,1.7320486449716064,1.9999981271362748,510.99799296860294,-122.64599279154893,0.0,-2.6405837601983495,0.0,-4.0910211001415996e-07,0.0,122.67441554953216,4.0910211001415996e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8280,4.54e-11,45400,45.4,41400.0,41.4,True,0.01571138087746366,0.004926694470193401,0.004931799069779469,0.004690586906088748,0.029783141595729905,-2.0027207925e-09,1.9425481558535105e-06,0.0,0.016447993360758383,0.010447993360758382,1.9425481558535105,0.0,10.447993360758382,-7.942708433465712e-07,0.0,1.7320486448191257,1.999998127004223,510.99799290112463,-120.95205111534297,0.0,-2.5539073826775125,0.0,-4.0345174102775033e-07,0.0,120.9790110388072,4.0345174102775033e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8300,4.55e-11,45500,45.5,41500.0,41.5,True,0.015741360058327096,0.004937554286516516,0.004942670098701425,0.004738896987584192,0.029958051021079672,-2.0027207925e-09,1.9425362429279674e-06,0.0,0.01647395614110249,0.010473956141102489,1.9425362429279673,0.0,10.473956141102489,-7.95215118736921e-07,0.0,1.732048644671728,1.9999981268765734,510.9979928358958,-119.23776871594582,0.0,-2.4673808651163753,0.0,-3.9773352283903645e-07,0.0,119.26329467481153,3.9773352283903645e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8320,4.5599999999999996e-11,45600,45.599999999999994,41600.0,41.599999999999994,True,0.015771339239190538,0.00494841414387815,0.004953541618777658,0.004787971457169408,0.03013525361069876,-2.0027207925e-09,1.9425243159487432e-06,0.0,0.016499918921446054,0.010499918921446054,1.9425243159487433,0.0,10.499918921446053,-7.961459859046508e-07,0.0,1.7320486445293366,1.9999981267532592,510.99799277288236,-117.541207462737,0.0,-2.3833139866980053,0.0,-3.9207441590322614e-07,0.0,117.56536750828184,3.9207441590322614e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8340,4.57e-11,45700,45.7,41700.0,41.7,True,0.01580131842005398,0.004959274461361262,0.004964412756328977,0.0048375400853887815,0.030313938676220325,-2.0027207925e-09,1.942512375115659e-06,0.0,0.01652588170178909,0.010525881701789091,1.942512375115659,0.0,10.52588170178909,-7.970636089535674e-07,0.0,1.732048644391799,1.9999981266341487,510.99799271201704,-115.86895676330606,0.0,-2.302034168232058,0.0,-3.8649640007051485e-07,0.0,115.89182241525326,3.8649640007051485e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8360,4.58e-11,45800,45.8,41800.0,41.8,True,0.015831297600917414,0.004970134623049012,0.004975284181259103,0.0048850138219495454,0.030486339066766052,-2.0027207925e-09,1.9425004206247197e-06,0.0,0.016551844482131626,0.010551844482131626,1.9425004206247196,0.0,10.551844482131626,-7.979684011452228e-07,0.0,1.7320486442588592,1.9999981265190199,510.9979926531863,-114.28003768977648,0.0,-2.226769203417182,0.0,-3.8119634801967047e-07,0.0,114.30173015078127,3.8119634801967047e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8380,4.59e-11,45900,45.9,41900.0,41.9,True,0.015861276781780856,0.004980995264337506,0.004986155523425236,0.004932706224677156,0.030659395455812324,-2.0027207925e-09,1.9424884526643763e-06,0.0,0.016577807262473668,0.010577807262473668,1.9424884526643762,0.0,10.577807262473668,-7.988608065804074e-07,0.0,1.7320486441302598,1.9999981264076498,510.99799259627633,-112.71841899111739,0.0,-2.1541802239261125,0.0,-3.759873600199988e-07,0.0,112.73900155799788,3.759873600199988e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8400,4.5999999999999996e-11,46000,45.99999999999999,42000.0,42.0,True,0.01589125596264429,0.004991855268096301,0.004997026517635878,0.004984130389406723,0.03084364713086446,-2.0027207925e-09,1.9424764714201172e-06,0.0,0.016603770042815245,0.010603770042815245,1.9424764714201173,0.0,10.603770042815245,-7.997407489810805e-07,0.0,1.7320486440059646,1.9999981263000073,510.9979925412712,-111.10682969302903,0.0,-2.0800368082407554,0.0,-3.7061168840352167e-07,0.0,111.12629822665467,3.7061168840352167e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8420,4.61e-11,46100,46.1,42100.0,42.1,True,0.015921235143507732,0.0050027155664513785,0.00500789828790089,0.005033344444671616,0.03102126847752258,-2.0027207925e-09,1.942464477079282e-06,0.0,0.016629732823156357,0.010629732823156357,1.942464477079282,0.0,10.629732823156356,-8.006083306576985e-07,0.0,1.7320486438858629,1.9999981261959965,510.9979924881217,-109.57679064240801,0.0,-2.011442575777674,0.0,-3.655080385429267e-07,0.0,109.5952505755873,3.655080385429267e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8440,4.62e-11,46200,46.2,42200.0,42.2,True,0.01595121432437117,0.005013576233196302,0.005018769809470643,0.005083090747827776,0.0312004865678545,-2.0027207925e-09,1.9424524698234777e-06,0.0,0.016655695603497025,0.010655695603497025,1.9424524698234777,0.0,10.655695603497024,-8.014639615004256e-07,0.0,1.7320486437697247,1.9999981260954183,510.99799243672635,-108.06690501344335,0.0,-1.944980142820532,0.0,-3.604716131153194e-07,0.0,108.0844064004635,3.604716131153194e-07
analytic Gaussian c0,Te+3,3,3,positron,1,9.613059803999999e-19,8460,4.63e-11,46300,46.3,42300.0,42.3,True,0.01598119350523461,0.005024436033533545,0.005029641459533639,0.005128531693134349,0.03136678858463766,-2.0027207925e-09,1.942440449828844e-06,0.0,0.016681658383837266,0.010681658383837266,1.9424404498288441,0.0,10.681658383837267,-8.023081708524424e-07,0.0,1.7320486436572875,1.9999981259980453,510.99799238696886,-106.67575360221326,0.0,-1.88558764421369,0.0,-3.558312415489145e-07,0.0,106.69241700966441,3.558312415489145e-07
